b'id',b'key',b'value',b'type' 
b'263568102',b'oneway',b'no',b'regular'
b'263568102',b'source',b'Bing',b'regular'
b'263568102',b'highway',b'service',b'regular'
b'263568102',b'surface',b'asphalt',b'regular'
b'264034225',b'building',b'garage',b'regular'
b'264208404',b'highway',b'service',b'regular'
b'264377768',b'name',b'Les Suites Hotel',b'regular'
b'264377768',b'building',b'yes',b'regular'
b'264377768',b'levels',b'19',b'building'
b'264400860',b'building',b'yes',b'regular'
b'264400860',b'levels',b'21',b'building'
b'264535167',b'leisure',b'park',b'regular'
b'264692042',b'name',b'The Rockcliffe Island Lodge',b'regular'
b'264692042',b'building',b'yes',b'regular'
b'264692042',b'city',b'Ottawa',b'addr'
b'264692042',b'street',b'Island Lodge Road',b'addr'
b'264692042',b'country',b'CA',b'addr'
b'264692042',b'province',b'ON',b'addr'
b'264692042',b'levels',b'10',b'building'
b'264692042',b'housenumber',b'100',b'addr'
b'264853890',b'building',b'garage',b'regular'
b'265351264',b'bicycle',b'yes',b'regular'
b'265351264',b'highway',b'path',b'regular'
b'266624727',b'highway',b'service',b'regular'
b'266855061',b'lanes',b'2',b'regular'
b'266855061',b'access',b'destination',b'regular'
b'266855061',b'highway',b'service',b'regular'
b'266855061',b'surface',b'asphalt',b'regular'
b'271328298',b'source',b'Bing',b'regular'
b'271328298',b'highway',b'service',b'regular'
b'271328298',b'service',b'driveway',b'regular'
b'273501406',b'name',b'Chemin McConnell',b'regular'
b'273501406',b'lanes',b'2',b'regular'
b'273501406',b'source',b'Bing',b'regular'
b'273501406',b'highway',b'tertiary',b'regular'
b'273501406',b'surface',b'asphalt',b'regular'
b'273501406',b'maxspeed',b'50',b'regular'
b'274550636',b'highway',b'residential',b'regular'
b'274550636',b'lanes',b'2',b'regular'
b'274550636',b'name',b'Rue Lamoureux',b'regular'
b'274550636',b'source',b'Bing',b'regular'
b'274550636',b'surface',b'asphalt',b'regular'
b'275694133',b'highway',b'service',b'regular'
b'277958677',b'amenity',b'parking',b'regular'
b'278992290',b'name',b'Trail 9',b'regular'
b'278992290',b'source',b'NRCan-CanVec-7.0',b'regular'
b'278992290',b'highway',b'path',b'regular'
b'278992290',b'name',b'9',b'piste'
b'278992290',b'type',b'nordic',b'piste'
b'278992290',b'grooming',b'backcountry',b'piste'
b'278992290',b'difficulty',b'advanced',b'piste'
b'280612584',b'building',b'house',b'regular'
b'282079585',b'source',b'bing',b'regular'
b'282079585',b'highway',b'footway',b'regular'
b'282079585',b'surface',b'concrete',b'regular'
b'283526962',b'highway',b'path',b'regular'
b'285308713',b'name',b'Esso Express',b'regular'
b'285308713',b'brand',b'Esso',b'regular'
b'285308713',b'phone',b'+1 613-823-7909',b'regular'
b'285308713',b'source',b'City of Ottawa',b'regular'
b'285308713',b'amenity',b'fuel',b'regular'
b'285308713',b'website',b'http://www.essostations.ca/',b'regular'
b'285308713',b'city',b'Ottawa',b'addr'
b'285308713',b'street',b'Strandherd Drive',b'addr'
b'285308713',b'postcode',b'K2J 5L4',b'addr'
b'285308713',b'housenumber',b'3580',b'addr'
b'286977603',b'access',b'private',b'regular'
b'286977603',b'amenity',b'parking',b'regular'
b'286977603',b'parking',b'surface',b'regular'
b'286977603',b'surface',b'asphalt',b'regular'
b'287740950',b'source',b'City of Ottawa',b'regular'
b'287740950',b'building',b'house',b'regular'
b'287740950',b'city',b'Ottawa',b'addr'
b'287740950',b'street',b'Knox Crescent',b'addr'
b'287740950',b'housenumber',b'253',b'addr'
b'287870807',b'source',b'City of Ottawa',b'regular'
b'287870807',b'building',b'detached',b'regular'
b'287870807',b'city',b'Ottawa',b'addr'
b'287870807',b'street',b'Lennox Park Avenue',b'addr'
b'287870807',b'housenumber',b'221',b'addr'
b'287925438',b'source',b'City of Ottawa',b'regular'
b'287925438',b'building',b'house',b'regular'
b'287925438',b'city',b'Ottawa',b'addr'
b'287925438',b'street',b'Dale Avenue',b'addr'
b'287925438',b'housenumber',b'254',b'addr'
b'288933672',b'natural',b'wood',b'regular'
b'289073840',b'source',b'Bing',b'regular'
b'289073840',b'leisure',b'playground',b'regular'
b'289842223',b'highway',b'residential',b'regular'
b'289842223',b'name',b'Bayrose Drive',b'regular'
b'289842223',b'fr',b'promenade Bayrose',b'name'
b'291050680',b'natural',b'wood',b'regular'
b'292273170',b'highway',b'service',b'regular'
b'292982466',b'highway',b'path',b'regular'
b'293484203',b'access',b'private',b'regular'
b'293484203',b'highway',b'footway',b'regular'
b'293941472',b'lit',b'yes',b'regular'
b'293941472',b'highway',b'path',b'regular'
b'293941472',b'surface',b'concrete',b'regular'
b'293941472',b'wheelchair',b'yes',b'regular'
b'293941472',b'motor_vehicle',b'private',b'regular'
b'294346607',b'building',b'house',b'regular'
b'294346607',b'city',"b""L'Ange-Gardien""",b'addr'
b'294346607',b'street',b'Chemin Lacombe',b'addr'
b'294346607',b'levels',b'2',b'building'
b'294346607',b'housenumber',b'23',b'addr'
b'294840630',b'highway',b'path',b'regular'
b'295428640',b'source',b'City of Ottawa',b'regular'
b'295428640',b'building',b'house',b'regular'
b'295428640',b'city',b'Ottawa',b'addr'
b'295428640',b'street',b'Echo Drive',b'addr'
b'295428640',b'housenumber',b'145',b'addr'
b'299167558',b'highway',b'path',b'regular'
b'300555703',b'name',b'Chemin Connor',b'regular'
b'300555703',b'lanes',b'1',b'regular'
b'300555703',b'oneway',b'no',b'regular'
b'300555703',b'highway',b'residential',b'regular'
b'300555703',b'sidewalk',b'none',b'regular'
b'300684791',b'amenity',b'parking',b'regular'
b'300684791',b'parking',b'surface',b'regular'
b'300684791',b'surface',b'asphalt',b'regular'
b'300976494',b'access',b'customers',b'regular'
b'300976494',b'amenity',b'parking',b'regular'
b'300976494',b'parking',b'surface',b'regular'
b'300976494',b'surface',b'asphalt',b'regular'
b'301178640',b'building',b'roof',b'regular'
b'301727510',b'building',b'apartments',b'regular'
b'301727510',b'city',b'Gatineau',b'addr'
b'301727510',b'street',b'Rue des \xc3\x89tudiants',b'addr'
b'301727510',b'postcode',b'J8Y 1B8',b'addr'
b'301727510',b'levels',b'2',b'building'
b'301727510',b'housenumber',b'15',b'addr'
b'302131730',b'lit',b'no',b'regular'
b'302131730',b'ref',b'12',b'regular'
b'302131730',b'name',b'Fallowfield Road',b'regular'
b'302131730',b'lanes',b'2',b'regular'
b'302131730',b'source',b'CanVec 6.0 - NRCan',b'regular'
b'302131730',b'highway',b'secondary',b'regular'
b'302131730',b'fr',b'chemin Fallowfield',b'name'
b'302131730',b'surface',b'asphalt',b'regular'
b'302131730',b'maxspeed',b'80',b'regular'
b'302131730',b'sidewalk',b'none',b'regular'
b'302131730',b'overtaking',b'forward',b'regular'
b'302131730',b'smoothness',b'poor',b'regular'
b'302522801',b'highway',b'service',b'regular'
b'302522801',b'service',b'parking_aisle',b'regular'
b'302522801',b'surface',b'paved',b'regular'
b'303045734',b'building',b'yes',b'regular'
b'303045734',b'city',b'Gatineau',b'addr'
b'303045734',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'303045734',b'street',b'Rue Millar',b'addr'
b'303045734',b'postcode',b'J8Y 3N7',b'addr'
b'303045734',b'housenumber',b'26',b'addr'
b'303112775',b'layer',b'1',b'regular'
b'303112775',b'building',b'roof',b'regular'
b'304275441',b'leisure',b'playground',b'regular'
b'304836536',b'access',b'private',b'regular'
b'304836536',b'highway',b'footway',b'regular'
b'305060590',b'building',b'yes',b'regular'
b'305168597',b'highway',b'service',b'regular'
b'305192313',b'highway',b'footway',b'regular'
b'305215843',b'cycleway',b'lane',b'regular'
b'305215843',b'highway',b'residential',b'regular'
b'305215843',b'lanes',b'1',b'regular'
b'305215843',b'name',b'Johnston Road',b'regular'
b'305215843',b'fr',b'chemin Johnston',b'name'
b'305215843',b'oneway',b'yes',b'regular'
b'305215843',b'surface',b'asphalt',b'regular'
b'305408732',b'name',b'98',b'regular'
b'305408732',b'building',b'apartments',b'regular'
b'305408732',b'city',b'Ottawa',b'addr'
b'305408732',b'street',b'Richmond Road',b'addr'
b'305408732',b'levels',b'7',b'building'
b'305408732',b'housenumber',b'88',b'addr'
b'305655244',b'highway',b'secondary',b'regular'
b'305655244',b'lanes',b'3',b'regular'
b'305655244',b'lit',b'yes',b'regular'
b'305655244',b'maxspeed',b'60',b'regular'
b'305655244',b'name',b'Montr\xc3\xa9al Road',b'regular'
b'305655244',b'fr',b'chemin de Montr\xc3\xa9al',b'name'
b'305655244',b'oneway',b'yes',b'regular'
b'305655244',b'source',b'CanVec 6.0 - NRCan',b'regular'
b'305655244',b'surface',b'asphalt',b'regular'
b'305655244',b'lanes',b'left|none|none',b'turn'
b'305804553',b'highway',b'path',b'regular'
b'305853639',b'name',b'Rue du Vison',b'regular'
b'305853639',b'lanes',b'2',b'regular'
b'305853639',b'highway',b'residential',b'regular'
b'305853639',b'surface',b'asphalt',b'regular'
b'305910014',b'highway',b'footway',b'regular'
b'306002203',b'name',"b""Boulevard de l'H\xc3\xb4pital""",b'regular'
b'306002203',b'lanes',b'1',b'regular'
b'306002203',b'oneway',b'yes',b'regular'
b'306002203',b'highway',b'tertiary',b'regular'
b'306002203',b'maxspeed',b'50',b'regular'
b'306002203',b'sidewalk',b'right',b'regular'
b'306179102',b'sport',b'soccer',b'regular'
b'306179102',b'leisure',b'pitch',b'regular'
b'306183517',b'highway',b'footway',b'regular'
b'306284494',b'access',b'private',b'regular'
b'306284494',b'amenity',b'parking',b'regular'
b'306284494',b'parking',b'surface',b'regular'
b'306284494',b'surface',b'asphalt',b'regular'
b'306302753',b'lanes',b'2',b'regular'
b'306302753',b'access',b'private',b'regular'
b'306302753',b'highway',b'service',b'regular'
b'306302753',b'surface',b'asphalt',b'regular'
b'306452374',b'lit',b'yes',b'regular'
b'306452374',b'name',b'Eagleson Road',b'regular'
b'306452374',b'lanes',b'2',b'regular'
b'306452374',b'source',b'CanVec 6.0 - NRCan',b'regular'
b'306452374',b'highway',b'secondary',b'regular'
b'306452374',b'fr',b'chemin Eagleson',b'name'
b'306452374',b'surface',b'asphalt',b'regular'
b'306452374',b'maxspeed',b'60',b'regular'
b'306466907',b'highway',b'secondary',b'regular'
b'306466907',b'lanes',b'3',b'regular'
b'306466907',b'lit',b'yes',b'regular'
b'306466907',b'maxspeed',b'60',b'regular'
b'306466907',b'name',b'Riverside Drive',b'regular'
b'306466907',b'fr',b'promenade Riverside',b'name'
b'306466907',b'oneway',b'yes',b'regular'
b'306466907',b'surface',b'asphalt',b'regular'
b'306466907',b'lanes',b'left|none|none',b'turn'
b'306937587',b'leisure',b'swimming_pool',b'regular'
b'306970180',b'access',b'private',b'regular'
b'306970180',b'amenity',b'parking',b'regular'
b'306970180',b'parking',b'surface',b'regular'
b'306970180',b'surface',b'asphalt',b'regular'
b'307095069',b'leisure',b'playground',b'regular'
b'307096272',b'access',b'private',b'regular'
b'307096272',b'amenity',b'parking',b'regular'
b'307096272',b'parking',b'surface',b'regular'
b'307096272',b'surface',b'asphalt',b'regular'
b'307097608',b'building',b'yes',b'regular'
b'307228548',b'access',b'private',b'regular'
b'307228548',b'amenity',b'parking',b'regular'
b'307228548',b'parking',b'surface',b'regular'
b'307228548',b'surface',b'asphalt',b'regular'
b'307248033',b'access',b'private',b'regular'
b'307248033',b'amenity',b'parking',b'regular'
b'307248033',b'parking',b'surface',b'regular'
b'307248033',b'surface',b'asphalt',b'regular'
b'307342900',b'source',b'City of Ottawa',b'regular'
b'307342900',b'building',b'yes',b'regular'
b'307342900',b'city',b'Ottawa',b'addr'
b'307342900',b'street',b'Arthur Street',b'addr'
b'307342900',b'housenumber',b'141',b'addr'
b'307378491',b'access',b'private',b'regular'
b'307378491',b'amenity',b'parking',b'regular'
b'307378491',b'parking',b'surface',b'regular'
b'307378491',b'surface',b'asphalt',b'regular'
b'307511210',b'source',b'survey',b'regular'
b'307511210',b'building',b'house',b'regular'
b'307511210',b'street',b'Roxdale Avenue',b'addr'
b'307511210',b'date',b'2014-10-13',b'source'
b'307511210',b'levels',b'2',b'building'
b'307511210',b'housenumber',b'365',b'addr'
b'307636728',b'building',b'yes',b'regular'
b'307655269',b'source',b'survey',b'regular'
b'307655269',b'building',b'house',b'regular'
b'307655269',b'street',b'Prestwick Drive',b'addr'
b'307655269',b'date',b'2014-10-13',b'source'
b'307655269',b'housenumber',b'1553',b'addr'
b'307657568',b'source',b'survey',b'regular'
b'307657568',b'building',b'house',b'regular'
b'307657568',b'street',b'Galloway Drive',b'addr'
b'307657568',b'date',b'2014-10-13',b'source'
b'307657568',b'housenumber',b'324',b'addr'
b'307798821',b'lit',b'yes',b'regular'
b'307798821',b'access',b'private',b'regular'
b'307798821',b'amenity',b'parking',b'regular'
b'307798821',b'parking',b'surface',b'regular'
b'307798821',b'surface',b'asphalt',b'regular'
b'307952784',b'building',b'industrial',b'regular'
b'307952784',b'city',b'Gatineau',b'addr'
b'307952784',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'307952784',b'street',b'Boulevard Saint-Ren\xc3\xa9 Est',b'addr'
b'307952784',b'country',b'CA',b'addr'
b'307952784',b'postcode',b'J8P 8A7',b'addr'
b'307952784',b'housenumber',b'703',b'addr'
b'308070818',b'building',b'yes',b'regular'
b'308156658',b'access',b'private',b'regular'
b'308156658',b'amenity',b'parking',b'regular'
b'308156658',b'parking',b'surface',b'regular'
b'308156658',b'surface',b'asphalt',b'regular'
b'308496208',b'leisure',b'playground',b'regular'
b'308508344',b'highway',b'footway',b'regular'
b'309131198',b'leisure',b'playground',b'regular'
b'309597010',b'leisure',b'swimming_pool',b'regular'
b'309641177',b'name',b'Metcalfe',b'regular'
b'309641177',b'place',b'town',b'regular'
b'309641177',b'wikidata',b'Q14875295',b'regular'
b'309641177',b'wikipedia',"b'en:Metcalfe, Ontario'",b'regular'
b'309641177',b'population',b'1763',b'regular'
b'309641177',b'admin_level',b'10',b'regular'
b'309961696',b'bicycle',b'yes',b'regular'
b'309961696',b'highway',b'path',b'regular'
b'310371039',b'source',b'City of Ottawa',b'regular'
b'310371039',b'building',b'house',b'regular'
b'310371039',b'city',b'Ottawa',b'addr'
b'310371039',b'street',b'Louisa Street',b'addr'
b'310371039',b'housenumber',b'58',b'addr'
b'310457552',b'highway',b'footway',b'regular'
b'310872220',b'lanes',b'2',b'regular'
b'310872220',b'highway',b'service',b'regular'
b'310872220',b'service',b'parking_aisle',b'regular'
b'310872220',b'surface',b'asphalt',b'regular'
b'311000103',b'leisure',b'playground',b'regular'
b'312138766',b'highway',b'proposed',b'regular'
b'312138766',b'proposed',b'residential',b'regular'
b'312872835',b'housenumber',b'339',b'addr'
b'312872835',b'street',b'Montr\xc3\xa9al Road',b'addr'
b'312872835',b'building',b'commercial',b'regular'
b'313041864',b'access',b'private',b'regular'
b'313041864',b'amenity',b'parking',b'regular'
b'313041864',b'parking',b'surface',b'regular'
b'313041864',b'surface',b'asphalt',b'regular'
b'313344440',b'building',b'yes',b'regular'
b'313344440',b'city',b'Gatineau',b'addr'
b'313344440',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'313344440',b'street',b'Rue Lois',b'addr'
b'313344440',b'country',b'CA',b'addr'
b'313344440',b'housenumber',b'84',b'addr'
b'313476535',b'source',b'City of Ottawa',b'regular'
b'313476535',b'building',b'yes',b'regular'
b'313476535',b'city',b'Ottawa',b'addr'
b'313476535',b'street',b'Rockingham Avenue',b'addr'
b'313476535',b'housenumber',b'1173',b'addr'
b'313912784',b'name',b'Silver Court Aprtments',b'regular'
b'313912784',b'source',b'City of Ottawa',b'regular'
b'313912784',b'building',b'apartments',b'regular'
b'313912784',b'city',b'Ottawa',b'addr'
b'313912784',b'street',b'Silver Street',b'addr'
b'313912784',b'postcode',b'K1Z6H6',b'addr'
b'313912784',b'province',b'Ontario',b'addr'
b'313912784',b'levels',b'4',b'building'
b'313912784',b'housenumber',b'1000',b'addr'
b'314065028',b'building',b'house',b'regular'
b'314065028',b'city',b'Gatineau',b'addr'
b'314065028',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'314065028',b'street',b'Boulevard Riel',b'addr'
b'314065028',b'postcode',b'J8Z 1A9',b'addr'
b'314065028',b'housenumber',b'316',b'addr'
b'314068939',b'name',b'Aboriginal Experiences',b'regular'
b'314068939',b'tourism',b'museum',b'regular'
b'314068939',b'website',b'http://www.aboriginalexperiences.com/',b'regular'
b'314331350',b'access',b'customers',b'regular'
b'314331350',b'amenity',b'parking',b'regular'
b'314331350',b'parking',b'surface',b'regular'
b'314331350',b'surface',b'asphalt',b'regular'
b'314342087',b'building',b'yes',b'regular'
b'314342087',b'city',b'Gatineau',b'addr'
b'314342087',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'314342087',b'street',b'Boulevard Gr\xc3\xa9ber',b'addr'
b'314342087',b'postcode',b'J8T 5R5',b'addr'
b'314342087',b'housenumber',b'386',b'addr'
b'314352042',b'building',b'commercial',b'regular'
b'314354106',b'leisure',b'playground',b'regular'
b'314941818',b'highway',b'path',b'regular'
b'315255148',b'amenity',b'parking',b'regular'
b'315255148',b'parking',b'surface',b'regular'
b'315255148',b'surface',b'asphalt',b'regular'
b'315255148',b'disabled',b'yes',b'capacity'
b'315537347',b'lanes',b'2',b'regular'
b'315537347',b'access',b'permissive',b'regular'
b'315537347',b'highway',b'service',b'regular'
b'315537347',b'service',b'parking_aisle',b'regular'
b'315537347',b'surface',b'asphalt',b'regular'
b'316836053',b'lit',b'yes',b'regular'
b'316836053',b'name',b'Avalon Park',b'regular'
b'316836053',b'width',b'1',b'regular'
b'316836053',b'access',b'private',b'regular'
b'316836053',b'highway',b'footway',b'regular'
b'316836053',b'surface',b'paved',b'regular'
b'316985223',b'lanes',b'2',b'regular'
b'316985223',b'access',b'private',b'regular'
b'316985223',b'highway',b'service',b'regular'
b'316985223',b'service',b'parking_aisle',b'regular'
b'316985223',b'surface',b'asphalt',b'regular'
b'317701332',b'source',b'City of Ottawa',b'regular'
b'317701332',b'building',b'house',b'regular'
b'317701332',b'city',b'Ottawa',b'addr'
b'317701332',b'street',b'Abbey Road',b'addr'
b'317701332',b'housenumber',b'1639',b'addr'
b'318127278',b'source',b'Bing',b'regular'
b'318127278',b'building',b'detached',b'regular'
b'318127278',b'city',b'Ottawa',b'addr'
b'318127278',b'street',b'Britannia Road',b'addr'
b'318127278',b'housenumber',b'2746',b'addr'
b'318273974',b'source',b'Bing',b'regular'
b'318273974',b'building',b'garage',b'regular'
b'318273974',b'city',b'Ottawa',b'addr'
b'318389257',b'source',b'Bing',b'regular'
b'318389257',b'building',b'residential',b'regular'
b'318389257',b'city',b'Ottawa',b'addr'
b'318389257',b'street',b'Britannia Road',b'addr'
b'318393262',b'source',b'Bing',b'regular'
b'318393262',b'building',b'residential',b'regular'
b'318393262',b'city',b'Ottawa',b'addr'
b'318393262',b'street',b'Zephyr Avenue',b'addr'
b'318694512',b'source',b'Bing',b'regular'
b'318694512',b'building',b'residential',b'regular'
b'318694512',b'city',b'Ottawa',b'addr'
b'318694512',b'street',b'Haughton Avenue',b'addr'
b'318698228',b'source',b'Bing',b'regular'
b'318698228',b'building',b'detached',b'regular'
b'318698228',b'city',b'Ottawa',b'addr'
b'318698228',b'street',b'Priscilla Street',b'addr'
b'318698228',b'housenumber',b'2695',b'addr'
b'319102090',b'highway',b'service',b'regular'
b'319341052',b'access',b'private',b'regular'
b'319341052',b'amenity',b'parking',b'regular'
b'319341052',b'parking',b'surface',b'regular'
b'319341052',b'surface',b'asphalt',b'regular'
b'319400493',b'source',b'City of Ottawa',b'regular'
b'319400493',b'building',b'house',b'regular'
b'319400493',b'city',b'Ottawa',b'addr'
b'319400493',b'street',b'Caledon Street',b'addr'
b'319400493',b'housenumber',b'1504',b'addr'
b'319421466',b'highway',b'service',b'regular'
b'319421466',b'service',b'parking_aisle',b'regular'
b'319652329',b'source',b'City of Ottawa',b'regular'
b'319652329',b'building',b'house',b'regular'
b'319652329',b'city',b'Ottawa',b'addr'
b'319652329',b'street',b'Bathurst Avenue',b'addr'
b'319652329',b'housenumber',b'512',b'addr'
b'319654963',b'highway',b'footway',b'regular'
b'319963480',b'highway',b'footway',b'regular'
b'320332649',b'lanes',b'2',b'regular'
b'320332649',b'highway',b'service',b'regular'
b'320332649',b'service',b'parking_aisle',b'regular'
b'320332649',b'surface',b'asphalt',b'regular'
b'320897312',b'building',b'yes',b'regular'
b'321070987',b'lanes',b'2',b'regular'
b'321070987',b'access',b'private',b'regular'
b'321070987',b'highway',b'service',b'regular'
b'321362402',b'lanes',b'2',b'regular'
b'321362402',b'highway',b'service',b'regular'
b'321362402',b'service',b'parking_aisle',b'regular'
b'321362402',b'surface',b'asphalt',b'regular'
b'321501766',b'source',b'City of Ottawa',b'regular'
b'321501766',b'building',b'house',b'regular'
b'321501766',b'city',b'Ottawa',b'addr'
b'321501766',b'street',b'Beechwood Avenue',b'addr'
b'321501766',b'housenumber',b'204',b'addr'
b'322139545',b'access',b'private',b'regular'
b'322139545',b'amenity',b'parking',b'regular'
b'322139545',b'parking',b'surface',b'regular'
b'322139545',b'surface',b'asphalt',b'regular'
b'322263257',b'source',b'City of Ottawa',b'regular'
b'322263257',b'building',b'detached',b'regular'
b'322263257',b'city',b'Ottawa',b'addr'
b'322263257',b'street',b'Priscilla Street',b'addr'
b'322263257',b'housenumber',b'2659',b'addr'
b'323141863',b'highway',b'footway',b'regular'
b'324254672',b'name',b'Stonewalk Drive',b'regular'
b'324254672',b'highway',b'residential',b'regular'
b'325549498',b'place',b'island',b'regular'
b'325955104',b'leisure',b'swimming_pool',b'regular'
b'326974874',b'source',b'City of Ottawa',b'regular'
b'326974874',b'building',b'industrial',b'regular'
b'326974874',b'city',b'Ottawa',b'addr'
b'326974874',b'street',b'Michael Street',b'addr'
b'326974874',b'housenumber',b'1559',b'addr'
b'329183958',b'lanes',b'2',b'regular'
b'329183958',b'bridge',b'yes',b'regular'
b'329183958',b'source',b'CanVec 6.0 - NRCan',b'regular'
b'329183958',b'highway',b'unclassified',b'regular'
b'329183958',b'surface',b'paved',b'regular'
b'330054509',b'fee',b'no',b'regular'
b'330054509',b'name',b'Toyota Customer Parking',b'regular'
b'330054509',b'access',b'customers',b'regular'
b'330054509',b'amenity',b'parking',b'regular'
b'330054509',b'parking',b'surface',b'regular'
b'330942127',b'interpolation',b'even',b'addr'
b'334226234',b'source',b'City of Ottawa',b'regular'
b'334226234',b'building',b'industrial',b'regular'
b'334226234',b'city',b'Ottawa',b'addr'
b'334226234',b'street',b'Bentley Avenue',b'addr'
b'334226234',b'housenumber',b'74',b'addr'
b'335821314',b'landuse',b'retail',b'regular'
b'336897777',b'highway',b'service',b'regular'
b'336916941',b'building',b'residential',b'regular'
b'338409561',b'highway',b'secondary',b'regular'
b'338409561',b'lanes',b'4',b'regular'
b'338409561',b'lit',b'yes',b'regular'
b'338409561',b'maxspeed',b'60',b'regular'
b'338409561',b'name',b'Riverside Drive',b'regular'
b'338409561',b'fr',b'promenade Riverside',b'name'
b'338409561',b'oneway',b'yes',b'regular'
b'338409561',b'ref',b'19',b'regular'
b'338409561',b'access:bicycle',b'yes',b'shoulder'
b'338409561',b'source',b'CanVec 6.0 - NRCan',b'regular'
b'338409561',b'surface',b'asphalt',b'regular'
b'338409561',b'lanes',b'left|none|none|none',b'turn'
b'340337452',b'highway',b'path',b'regular'
b'340337452',b'surface',b'gravel',b'regular'
b'342365439',b'building',b'house',b'regular'
b'342382730',b'amenity',b'clinic',b'regular'
b'342382730',b'building',b'house',b'regular'
b'343473693',b'access',b'customers',b'regular'
b'343473693',b'amenity',b'parking',b'regular'
b'343473693',b'parking',b'surface',b'regular'
b'343473693',b'surface',b'asphalt',b'regular'
b'343473693',b'disabled',b'1',b'capacity'
b'344615423',b'access',b'customers',b'regular'
b'344615423',b'amenity',b'parking',b'regular'
b'344615423',b'parking',b'surface',b'regular'
b'344615423',b'surface',b'asphalt',b'regular'
b'346406629',b'leisure',b'swimming_pool',b'regular'
b'351204951',b'building',b'residential',b'regular'
b'351204951',b'levels',b'3',b'building'
b'352163232',b'highway',b'service',b'regular'
b'352163232',b'service',b'parking_aisle',b'regular'
b'352174076',b'ref',b'6',b'regular'
b'352174076',b'golf',b'hole',b'regular'
b'352301302',b'highway',b'footway',b'regular'
b'352602438',b'building',b'yes',b'regular'
b'352602438',b'wikipedia',b'en:Centre Block',b'regular'
b'352602438',b'shape',b'hipped',b'roof'
b'352602438',b'height',b'5',b'roof'
b'352602438',b'levels',b'1',b'roof'
b'352602438',b'part',b'yes',b'building'
b'352602438',b'material',b'copper',b'roof'
b'352602438',b'levels',b'5',b'building'
b'352602438',b'material',b'limestone',b'building'
b'352852072',b'name',b'Impasse Donnacona',b'regular'
b'352852072',b'highway',b'residential',b'regular'
b'352852072',b'geometry',b'bing',b'source'
b'353278669',b'leisure',b'swimming_pool',b'regular'
b'353283941',b'building',b'house',b'regular'
b'353283941',b'city',b'Gatineau',b'addr'
b'353283941',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'353283941',b'street',b'Rue Booth',b'addr'
b'353283941',b'country',b'CA',b'addr'
b'353283941',b'housenumber',b'5',b'addr'
b'354615838',b'building',b'yes',b'regular'
b'354615838',b'city',b'Gatineau',b'addr'
b'354615838',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'354615838',b'street',b'Rue Du Barry',b'addr'
b'354615838',b'postcode',b'J8T 3N9',b'addr'
b'354615838',b'housenumber',b'139',b'addr'
b'356240472',b'lanes',b'1',b'regular'
b'356240472',b'oneway',b'yes',b'regular'
b'356240472',b'highway',b'secondary_link',b'regular'
b'356240472',b'surface',b'asphalt',b'regular'
b'357499116',b'building',b'house',b'regular'
b'357499116',b'city',b'Gatineau',b'addr'
b'357499116',b'source',b'Gatineau.ca/donneesouvertes 08Aug2015',b'addr'
b'357499116',b'street',b'Rue Dubeau',b'addr'
b'357499116',b'housenumber',b'450',b'addr'
b'358241663',b'building',b'yes',b'regular'
b'358241663',b'city',b'Gatineau',b'addr'
b'358241663',b'street',b'Rue Saint-Antoine',b'addr'
b'358241663',b'addr',b'Gatineau.ca/donneesouvertes 08Aug2015',b'source'
b'358241663',b'postcode',b'J8M 1B3',b'addr'
b'358241663',b'housenumber',b'12',b'addr'
b'358272129',b'source',b'Bing',b'regular'
b'358272129',b'building',b'yes',b'regular'
b'358272129',b'city',b'Gatineau',b'addr'
b'358272129',b'street',b'Rue Saint-Antoine',b'addr'
b'358272129',b'addr',b'Gatineau.ca/donneesouvertes 08Aug2015',b'source'
b'358272129',b'postcode',b'J8T 3L8',b'addr'
b'358272129',b'housenumber',b'64',b'addr'
b'358273133',b'source',b'Bing',b'regular'
b'358273133',b'building',b'yes',b'regular'
b'358273133',b'city',b'Gatineau',b'addr'
b'358274839',b'source',b'Bing',b'regular'
b'358274839',b'building',b'yes',b'regular'
b'358274839',b'city',b'Gatineau',b'addr'
b'358274839',b'street',b'Rue Jacques-Cartier',b'addr'
b'358274839',b'addr',b'Gatineau.ca/donneesouvertes 08Aug2015',b'source'
b'358274839',b'housenumber',b'447',b'addr'
b'358279117',b'source',b'Bing',b'regular'
b'358279117',b'building',b'residential',b'regular'
b'358279117',b'city',b'Ottawa',b'addr'
b'358279117',b'street',b'Quarry Ridge Drive',b'addr'
b'358279117',b'housenumber',b'31',b'addr'
b'358280075',b'highway',b'service',b'regular'
b'358280075',b'service',b'driveway',b'regular'
b'358333138',b'source',b'Bing',b'regular'
b'358333138',b'building',b'detached',b'regular'
b'358333138',b'city',b'Ottawa',b'addr'
b'358333138',b'street',b'Richlin Crescent',b'addr'
b'358333138',b'housenumber',b'82',b'addr'
